Palette Name,Type,Background,Surface/Card,Primary Accent,Secondary Accent,Text Color
"Cyber Storm","Bold / Artistic",#001BB7,#0046FF,#FF8040,#E9E9E9,#FFFFFF
"Pastel Realm","Minimal / Clean",#DEE8CE,#BB6653,#F08B51,#FFF8E8,#000000
"Cyber Frost","Cool / Fresh",#F2EDD1,#F9CB99,#689B8A,#280A3E,#000000
"Silver Flux","Cool / Fresh",#7ADAA5,#239BA7,#ECECBB,#E1AA36,#000000
"Vintage Wave","Minimal / Clean",#8AA624,#DBE4C9,#FFFFF0,#FEA405,#000000
"Forest Pulse","Neon / Cyberpunk",#3E3F29,#7D8D86,#BCA88D,#F1F0E4,#FFFFFF
"Tech Dusk","Minimal / Clean",#1A2A80,#3B38A0,#7A85C1,#B2B0E8,#FFFFFF
"Winter Glow","Light Mode",#F3E2D4,#C5B0CD,#415E72,#17313E,#000000
"Desert Spark","Warm / Cozy",#B9375D,#D25D5D,#E7D3D3,#EEEEEE,#FFFFFF
"Spring Vibes","Earth / Nature",#FAF9EE,#A2AF9B,#DCCFC0,#EEEEEE,#000000
"Crystal Glow","Neon / Cyberpunk",#386641,#F97A00,#FED16A,#FFF4A4,#FFFFFF
"Crystal Breeze","Earth / Nature",#00809D,#FCF8DD,#FFD700,#D3AF37,#FFFFFF
"Ocean Dream","Minimal / Clean",#57564F,#7A7A73,#DDDAD0,#F8F3CE,#FFFFFF
"Azure Horizon","Corporate / Tech",#932F67,#D92C54,#DDDEAB,#8ABB6C,#FFFFFF
"Cyber Glow","Warm / Cozy",#E9E3DF,#FF7A30,#465C88,#000000,#000000
"Midnight Flare","Earth / Nature",#78C841,#B4E50D,#FF9B2F,#FB4141,#000000
"Cosmic Flare","Bold / Artistic",#F3E9DC,#D96F32,#C75D2C,#F8B259,#000000
"Sunset Pulse","Earth / Nature",#799EFF,#FEFFC4,#FFDE63,#FFBC4C,#000000
"Retro Glow","Corporate / Tech",#640D5F,#B12C00,#EB5B00,#FFCC00,#FFFFFF
"Neon Echo","Bold / Artistic",#3E5F44,#5E936C,#93DA97,#E8FFD7,#FFFFFF
"Azure Horizon","Cool / Fresh",#113F67,#34699A,#58A0C8,#FDF5AA,#FFFFFF
"Emerald Echo","Light Mode",#77BEF0,#FFCB61,#FF894F,#EA5B6F,#000000
"Cosmic Dawn","Dark Mode",#9ECAD6,#748DAE,#F5CBCB,#FFEAEA,#000000
"Cosmic Echo","Corporate / Tech",#A3DC9A,#DEE791,#FFF9BD,#FFD6BA,#000000
"Summer Echo","Pastel / Soft",#004030,#4A9782,#DCD0A8,#FFF9E5,#FFFFFF
"Midnight Spark","Corporate / Tech",#78B9B5,#0F828C,#065084,#320A6B,#000000
"Midnight Horizon","Cool / Fresh",#3D74B6,#FBF5DE,#EAC8A6,#DC3C22,#FFFFFF
"Desert Dawn","Cool / Fresh",#000000,#9929EA,#CC66DA,#FAEB92,#FFFFFF
"Tech Flux","Earth / Nature",#FAF7F3,#F0E4D3,#DCC5B2,#D9A299,#000000
"Tech Storm","Corporate / Tech",#FE7743,#273F4F,#447D9B,#D7D7D7,#000000
"Midnight Flare","Pastel / Soft",#FF2DD1,#FDFFB8,#4DFFBE,#63C8FF,#FFFFFF
"Winter Core","Light Mode",#0A400C,#819067,#B1AB86,#FEFAE0,#FFFFFF
"Cosmic Frost","Pastel / Soft",#000000,#CFFFE2,#A2D5C6,#F6F6F6,#FFFFFF
"Midnight Nights","Dark Mode",#1B3C53,#456882,#D2C1B6,#F9F3EF,#FFFFFF
"Azure Breeze","Pastel / Soft",#748873,#D1A980,#E5E0D8,#F8F8F8,#FFFFFF
"Velvet Breeze","Warm / Cozy",#5EABD6,#FEFBC7,#FFB4B4,#E14434,#000000
"Golden Wave","Dark Mode",#2F5249,#437057,#97B067,#E3DE61,#FFFFFF
"Ocean Realm","Light Mode",#D6D85D,#ECEDB0,#EAD8A4,#F68537,#000000
"Sunset Spark","Earth / Nature",#722323,#BA487F,#FF9587,#FFECCC,#FFFFFF
"Ocean Flare","Neon / Cyberpunk",#FFFBDE,#91C8E4,#749BC2,#4682A9,#000000
"Cyber Frost","Corporate / Tech",#555879,#98A1BC,#DED3C4,#F4EBD3,#FFFFFF
"Midnight Pulse","Dark Mode",#0D5EA6,#EAA64D,#C78A3B,#A16D28,#FFFFFF
"Vintage Dawn","Pastel / Soft",#FFEAD8,#E8988A,#9B177E,#2A1458,#000000
"Spring Dusk","Cool / Fresh",#093FB4,#FFFCFB,#FFD8D8,#ED3500,#FFFFFF
"Spring Breeze","Warm / Cozy",#E67514,#212121,#06923E,#D3ECCD,#000000
"Emerald Shift","Dark Mode",#3B060A,#8A0000,#C83F12,#FFF287,#FFFFFF
"Midnight Flare","Cool / Fresh",#090040,#471396,#B13BFF,#FFCC00,#FFFFFF
"Forest Spark","Pastel / Soft",#FCD8CD,#FEEBF6,#EBD6FB,#687FE5,#000000
"Azure Flare","Pastel / Soft",#03A6A1,#FFE3BB,#FFA673,#FF4F0F,#FFFFFF
"Golden Wave","Corporate / Tech",#FFF2E0,#C0C9EE,#A2AADB,#898AC4,#000000
"Retro Pulse","Earth / Nature",#347433,#FFC107,#FF6F3C,#B22222,#FFFFFF
"Neon Dusk","Cool / Fresh",#3674B5,#578FCA,#F5F0CD,#FADA7A,#FFFFFF
"Sunset Horizon","Corporate / Tech",#7B4019,#FF7D29,#FFBF78,#FFEEA9,#FFFFFF
"Shadow Glow","Cool / Fresh",#FFF1CA,#FFB823,#708A58,#2D4F2B,#000000
"Emerald Flare","Corporate / Tech",#FFFADC,#B6F500,#A4DD00,#98CD00,#000000
"Silver Echo","Neon / Cyberpunk",#511D43,#901E3E,#DC2525,#9BC09C,#FFFFFF
"Desert Vibes","Corporate / Tech",#0ABAB5,#56DFCF,#ADEED9,#FFEDF3,#000000
"Velvet Frost","Earth / Nature",#0B1D51,#725CAD,#8CCDEB,#FFE3A9,#FFFFFF
"Cosmic Shift","Light Mode",#00809D,#FCECDD,#FF7601,#F3A26D,#FFFFFF
"Royal Spark","Warm / Cozy",#819A91,#A7C1A8,#D1D8BE,#EEEFE0,#000000
"Emerald Dream","Warm / Cozy",#B33791,#C562AF,#DB8DD0,#FEC5F6,#FFFFFF
"Silver Realm","Earth / Nature",#FCEF91,#FB9E3A,#E6521F,#EA2F14,#000000
"Desert Flux","Bold / Artistic",#4DA8DA,#80D8C3,#FFD66B,#F5F5F5,#000000
"Desert Nights","Warm / Cozy",#FF3F33,#FFE6E1,#075B5E,#9FC87E,#FFFFFF
"Royal Shift","Warm / Cozy",#EFE4D2,#254D70,#131D4F,#954C2E,#000000
"Pastel Glow","Corporate / Tech",#8DBCC7,#A4CCD9,#C4E1E6,#EBFFD8,#000000
"Crimson Storm","Warm / Cozy",#16610E,#F97A00,#FED16A,#FFF4A4,#FFFFFF
"Silver Dusk","Earth / Nature",#E7EFC7,#AEC8A4,#8A784E,#3B3B1A,#000000
"Ocean Shift","Warm / Cozy",#4300FF,#0065F8,#00CAFF,#00FFDE,#FFFFFF
"Crystal Dream","Cool / Fresh",#5A827E,#84AE92,#B9D4AA,#FAFFCA,#FFFFFF
"Autumn Dream","Cool / Fresh",#52357B,#5459AC,#648DB3,#B2D8CE,#FFFFFF
"Forest Dawn","Dark Mode",#FFDCDC,#FFF2EB,#FFE8CD,#FFD6BA,#000000
"Retro Vibes","Neon / Cyberpunk",#FFE99A,#FFD586,#FFAAAA,#FF9898,#000000
"Autumn Vibes","Warm / Cozy",#333446,#7F8CAA,#B8CFCE,#EAEFEF,#FFFFFF
"Velvet Realm","Dark Mode",#0E2148,#483AA0,#7965C1,#E3D095,#FFFFFF
"Pastel Storm","Pastel / Soft",#4B352A,#CA7842,#B2CD9C,#F0F2BD,#FFFFFF
"Emerald Glow","Pastel / Soft",#F4E7E1,#FF9B45,#D5451B,#521C0D,#000000
"Sunset Glow","Dark Mode",#EAEBD0,#DA6C6C,#CD5656,#AF3E3E,#000000
"Midnight Glow","Earth / Nature",#332D56,#4E6688,#71C0BB,#E3EEB2,#FFFFFF
"Winter Flare","Warm / Cozy",#ECFAE5,#DDF6D2,#CAE8BD,#B0DB9C,#000000
"Winter Dusk","Neon / Cyberpunk",#FE5D26,#F2C078,#FAEDCA,#C1DBB3,#000000
"Crimson Shift","Minimal / Clean",#533B4D,#F564A9,#FAA4BD,#FAE3C6,#FFFFFF
"Sunset Dawn","Pastel / Soft",#5409DA,#4E71FF,#8DD8FF,#BBFBFF,#FFFFFF
"Neon Dawn","Minimal / Clean",#F2F2F2,#EAE4D5,#B6B09F,#000000,#000000
"Summer Aura","Warm / Cozy",#FFFBDE,#90D1CA,#129990,#096B68,#000000
"Neon Shift","Corporate / Tech",#7F55B1,#9B7EBD,#F49BAB,#FFE1E0,#FFFFFF
"Summer Dusk","Bold / Artistic",#F79B72,#2A4759,#DDDDDD,#EEEEEE,#000000
"Cyber Core","Dark Mode",#FBF3C1,#64E2B7,#DC8BE0,#D50B8B,#000000
"Spring Flare","Neon / Cyberpunk",#537D5D,#73946B,#9EBC8A,#D2D0A0,#FFFFFF
"Sunset Spark","Minimal / Clean",#309898,#FF9F00,#F4631E,#CB0404,#FFFFFF
"Sunset Nights","Minimal / Clean",#E55050,#732255,#B2C6D5,#E7F2E4,#FFFFFF
"Silver Dream","Warm / Cozy",#4ED7F1,#6FE6FC,#A8F1FF,#FFFA8D,#000000
"Ocean Breeze","Warm / Cozy",#F3F3E0,#27548A,#183B4E,#DDA853,#000000
"Crystal Shift","Bold / Artistic",#FBDB93,#BE5B50,#8A2D3B,#641B2E,#000000
"Azure Realm","Light Mode",#3A0519,#670D2F,#A53860,#EF88AD,#FFFFFF
"Ocean Nights","Pastel / Soft",#FEF3E2,#F3C623,#FFB22C,#FA812F,#000000
"Tech Dusk","Cool / Fresh",#FFFDF6,#FAF6E9,#DDEB9D,#A0C878,#000000
"Emerald Dusk","Earth / Nature",#626F47,#A4B465,#F5ECD5,#F0BB78,#FFFFFF
"Winter Dawn","Bold / Artistic",#222831,#393E46,#948979,#DFD0B8,#FFFFFF
"Emerald Dawn","Neon / Cyberpunk",#FF90BB,#FFC1DA,#F8F8E1,#8ACCD5,#000000
"Pastel Vibes","Corporate / Tech",#BB3E00,#F7AD45,#657C6A,#A2B9A7,#FFFFFF
"Tech Shift","Minimal / Clean",#A86523,#E9A319,#FAD59A,#FCEFCB,#FFFFFF
"Midnight Wave","Cool / Fresh",#4A102A,#85193C,#C5172E,#FCF259,#FFFFFF
"Pastel Frost","Light Mode",#3D365C,#7C4585,#C95792,#F8B55F,#FFFFFF
"Desert Pulse","Minimal / Clean",#FE7743,#EFEEEA,#273F4F,#000000,#000000
"Neon Realm","Pastel / Soft",#FFDBDB,#FFC6C6,#644A07,#594100,#000000
"Pastel Dusk","Minimal / Clean",#213448,#547792,#94B4C1,#ECEFCA,#FFFFFF
"Autumn Flux","Minimal / Clean",#F1BA88,#E9F5BE,#81E7AF,#03A791,#000000
"Autumn Storm","Pastel / Soft",#F5EEDD,#7AE2CF,#077A7D,#06202B,#000000
"Golden Dusk","Dark Mode",#A76545,#FFA55D,#FFDF88,#ACC572,#FFFFFF
"Desert Aura","Light Mode",#000000,#8E1616,#E8C999,#F8EEDF,#FFFFFF
"Golden Glow","Warm / Cozy",#FF8282,#FF6363,#BEE4D0,#DBFFCB,#000000
"Forest Vibes","Neon / Cyberpunk",#000000,#CF0F47,#FF0B55,#FFDEDE,#FFFFFF
"Neon Vibes","Dark Mode",#BF9264,#6F826A,#BBD8A3,#F0F1C5,#000000
"Winter Realm","Bold / Artistic",#3A59D1,#3D90D7,#7AC6D2,#B5FCCD,#FFFFFF
"Retro Dusk","Warm / Cozy",#6DE1D2,#FFD63A,#FFA955,#F75A5A,#000000
"Golden Core","Light Mode",#F7CFD8,#F4F8D3,#A6D6D6,#8E7DBE,#000000
"Spring Spark","Pastel / Soft",#102E50,#F5C45E,#E78B48,#BE3D2A,#FFFFFF
"Cosmic Glow","Dark Mode",#328E6E,#67AE6E,#90C67C,#E1EEBC,#FFFFFF
"Crystal Pulse","Light Mode",#000000,#222222,#1DCD9F,#169976,#FFFFFF
"Royal Core","Warm / Cozy",#F8F4E1,#FEBA17,#74512D,#4E1F00,#000000
"Vintage Realm","Dark Mode",#60B5FF,#AFDDFF,#FFECDB,#FF9149,#000000
"Cosmic Horizon","Neon / Cyberpunk",#0118D8,#1B56FD,#E9DFC3,#FFF8F8,#FFFFFF
"Ocean Aura","Corporate / Tech",#9FB3DF,#9EC6F3,#BDDDE4,#FFF1D5,#000000
"Silver Horizon","Pastel / Soft",#A62C2C,#E83F25,#EA7300,#D3CA79,#FFFFFF
"Forest Dawn","Pastel / Soft",#FFF085,#FCB454,#FF9B17,#F16767,#000000
"Ocean Shift","Minimal / Clean",#F1EFEC,#D4C9BE,#123458,#030303,#000000
"Silver Vibes","Light Mode",#F7374F,#88304E,#522546,#2C2C2C,#FFFFFF
"Tech Pulse","Minimal / Clean",#604652,#735557,#97866A,#D29F80,#FFFFFF
"Summer Spark","Earth / Nature",#F2EFE7,#9ACBD0,#48A6A7,#006A71,#000000
"Spring Storm","Corporate / Tech",#5F8B4C,#FFDDAB,#FF9A9A,#945034,#FFFFFF
"Retro Core","Bold / Artistic",#F5EEDC,#27548A,#183B4E,#DDA853,#000000
"Retro Flare","Bold / Artistic",#210F37,#4F1C51,#A55B4B,#DCA06D,#FFFFFF
"Neon Wave","Cool / Fresh",#F1E7E7,#E69DB8,#FFD0C7,#FFFECE,#000000
"Azure Shift","Bold / Artistic",#8F87F1,#C68EFD,#E9A5F1,#FED2E2,#000000
"Forest Wave","Minimal / Clean",#706D54,#A08963,#C9B194,#DBDBDB,#FFFFFF
"Winter Vibes","Cool / Fresh",#F6F1DE,#3E3F5B,#8AB2A6,#ACD3A8,#000000
"Ocean Echo","Light Mode",#FBE4D6,#261FB3,#161179,#0C0950,#000000
"Summer Realm","Cool / Fresh",#3F7D58,#EFEFEF,#EF9651,#EC5228,#FFFFFF
"Autumn Echo","Minimal / Clean",#F5ECE0,#5F99AE,#336D82,#693382,#000000
"Midnight Dusk","Corporate / Tech",#FAF1E6,#FDFAF6,#E4EFE7,#99BC85,#000000
"Pastel Echo","Dark Mode",#DDEB9D,#A0C878,#143D60,#EB5B00,#000000
"Midnight Dusk","Dark Mode",#034C53,#007074,#F38C79,#FFC1B4,#FFFFFF
"Golden Core","Corporate / Tech",#7D0A0A,#BF3131,#EAD196,#EEEEEE,#FFFFFF
"Summer Flare","Earth / Nature",#FDFBEE,#57B4BA,#015551,#FE4F2D,#000000
"Cyber Breeze","Dark Mode",#410445,#A5158C,#FF2DF1,#F6DC43,#FFFFFF
"Cyber Dawn","Warm / Cozy",#B17F59,#A5B68D,#C1CFA1,#EDE8DC,#000000
"Golden Breeze","Corporate / Tech",#EBE8DB,#D76C82,#B03052,#3D0301,#000000
"Desert Pulse","Pastel / Soft",#205781,#4F959D,#98D2C0,#F6F8D5,#FFFFFF
"Forest Vibes","Earth / Nature",#18230F,#27391C,#255F38,#1F7D53,#FFFFFF
"Emerald Spark","Earth / Nature",#FFEDFA,#FFB8E0,#EC7FA9,#BE5985,#000000
"Pastel Shift","Light Mode",#ADB2D4,#C7D9DD,#D5E5D5,#EEF1DA,#000000
"Sunset Horizon","Neon / Cyberpunk",#FFA725,#FFF5E4,#C1D8C3,#6A9C89,#000000
"Ocean Dawn","Earth / Nature",#211C84,#4D55CC,#7A73D1,#B5A8D5,#FFFFFF
"Ocean Realm","Neon / Cyberpunk",#80CBC4,#B4EBE6,#FBF8EF,#FFB433,#000000
"Winter Pulse","Minimal / Clean",#F6F0F0,#F2E2B1,#D5C7A3,#BDB395,#000000
"Ocean Frost","Cool / Fresh",#C599B6,#E6B2BA,#FAD0C4,#FFF7F3,#000000
"Tech Spark","Minimal / Clean",#89AC46,#D3E671,#F8ED8C,#FF8989,#000000
"Emerald Dawn","Minimal / Clean",#66D2CE,#2DAA9E,#EAEAEA,#E3D2C3,#000000
"Tech Dream","Corporate / Tech",#AC1754,#E53888,#F37199,#F7A8C4,#FFFFFF
"Retro Dusk","Minimal / Clean",#F1F0E9,#41644A,#0D4715,#E9762B,#000000
"Sunset Flux","Earth / Nature",#443627,#D98324,#EFDCAB,#F2F6D0,#FFFFFF
"Cosmic Storm","Pastel / Soft",#C7DB9C,#FFF0BD,#FDAB9E,#E50046,#000000
"Forest Flare","Minimal / Clean",#D84040,#A31D1D,#ECDCBF,#F8F2DE,#FFFFFF
"Velvet Flux","Pastel / Soft",#B7B1F2,#FDB7EA,#FFDCCC,#FBF3B9,#000000
"Golden Dawn","Cool / Fresh",#F8F3D9,#EBE5C2,#B9B28A,#504B38,#000000
"Spring Breeze","Bold / Artistic",#003092,#00879E,#FFAB5B,#FFF2DB,#FFFFFF
"Winter Frost","Cool / Fresh",#690B22,#E07A5F,#F1E3D3,#1B4D3E,#FFFFFF
"Silver Flux","Bold / Artistic",#AA60C8,#D69ADE,#EABDE6,#FFDFEF,#000000
"Cyber Storm","Earth / Nature",#626F47,#A4B465,#FFCF50,#FEFAE0,#FFFFFF
"Crystal Aura","Bold / Artistic",#56021F,#7D1C4A,#D17D98,#F4CCE9,#FFFFFF
"Neon Vibes","Light Mode",#3D8D7A,#B3D8A8,#FBFFE4,#A3D1C6,#FFFFFF
"Emerald Core","Neon / Cyberpunk",#F7F7F7,#FFB22C,#854836,#000000,#000000
"Summer Dawn","Pastel / Soft",#C14600,#FF9D23,#E5D0AC,#FEF9E1,#FFFFFF
"Cosmic Vibes","Earth / Nature",#2C3930,#3F4F44,#A27B5C,#DCD7C9,#FFFFFF
"Tech Glow","Minimal / Clean",#FFF2F2,#A9B5DF,#7886C7,#2D336B,#000000
"Cosmic Echo","Pastel / Soft",#F8F5E9,#9DC08B,#3A7D44,#DF6D14,#000000
"Midnight Frost","Warm / Cozy",#DDEB9D,#A0C878,#27667B,#143D60,#000000
"Desert Wave","Minimal / Clean",#FFD95F,#FFEFC8,#B8D576,#D70654,#000000
"Tech Storm","Earth / Nature",#E52020,#FBA518,#F9CB43,#A89C29,#FFFFFF
"Velvet Spark","Minimal / Clean",#27445D,#497D74,#71BBB2,#EFE9D5,#FFFFFF
"Cosmic Breeze","Corporate / Tech",#3674B5,#578FCA,#A1E3F9,#D1F8EF,#FFFFFF
"Pastel Dawn","Corporate / Tech",#F7CFD8,#F4F8D3,#A6F1E0,#73C7C7,#000000
"Spring Spark","Earth / Nature",#FFEDFA,#E195AB,#DE3163,#CCDF92,#000000
"Crystal Breeze","Bold / Artistic",#493D9E,#B2A5FF,#DAD2FF,#FFF2AF,#FFFFFF
"Forest Pulse","Pastel / Soft",#FFCDB2,#FFB4A2,#E5989B,#B5828C,#000000
"Ocean Frost","Light Mode",#F5F5F5,#F8E7F6,#DD88CF,#4B164C,#000000
"Royal Aura","Neon / Cyberpunk",#780C28,#CAE0BC,#EAFAEA,#6E8E59,#FFFFFF
"Neon Glow","Bold / Artistic",#FCE7C8,#B1C29E,#FADA7A,#F0A04B,#000000
"Sunset Horizon","Neon / Cyberpunk",#5C7285,#818C78,#A7B49E,#E2E0C8,#FFFFFF
"Cyber Core","Pastel / Soft",#B82132,#D2665A,#F2B28C,#F6DED8,#FFFFFF
"Vintage Core","Dark Mode",#FCC6FF,#FFE6C9,#FFC785,#FFA09B,#000000
"Spring Dream","Earth / Nature",#F2EFE7,#9ACBD0,#48A6A7,#2973B2,#000000
"Emerald Dawn","Earth / Nature",#EFB036,#3B6790,#23486A,#4C7B8B,#000000
"Silver Pulse","Cool / Fresh",#98D8EF,#EAE2C6,#BFBBA9,#ADA991,#000000
"Crystal Flux","Light Mode",#A94A4A,#F4D793,#FFF6DA,#889E73,#FFFFFF
"Autumn Pulse","Earth / Nature",#FFDAB3,#C8AAAA,#9F8383,#574964,#000000
"Winter Dusk","Bold / Artistic",#09122C,#872341,#BE3144,#E17564,#FFFFFF
"Retro Nights","Minimal / Clean",#4635B1,#B771E5,#AEEA94,#FFFBCA,#FFFFFF
"Ocean Dawn","Neon / Cyberpunk",#5B913B,#77B254,#FFE8B6,#D99D81,#FFFFFF
"Crystal Dawn","Dark Mode",#FBFBFB,#E8F9FF,#C4D9FF,#C5BAFF,#000000
"Autumn Shift","Cool / Fresh",#FBF5DD,#A6CDC6,#16404D,#DDA853,#000000
"Azure Storm","Bold / Artistic",#EB5A3C,#DF9755,#E7D283,#EDF4C2,#000000
"Forest Pulse","Earth / Nature",#FBF5E5,#C890A7,#A35C7A,#212121,#000000
"Autumn Horizon","Warm / Cozy",#1D1616,#8E1616,#D84040,#EEEEEE,#FFFFFF
"Golden Pulse","Neon / Cyberpunk",#155E95,#6A80B9,#F6C794,#FFF6B3,#FFFFFF
"Velvet Realm","Earth / Nature",#FEF9E1,#E5D0AC,#A31D1D,#6D2323,#000000
"Sunset Vibes","Cool / Fresh",#5D8736,#809D3C,#A9C46C,#F4FFC3,#FFFFFF
"Golden Flare","Pastel / Soft",#000957,#344CB7,#577BC1,#FFEB00,#FFFFFF
"Tech Glow","Earth / Nature",#727D73,#AAB99A,#D0DDD0,#F0F0D7,#FFFFFF
"Winter Storm","Bold / Artistic",#441752,#8174A0,#A888B5,#EFB6C8,#FFFFFF
"Cosmic Vibes","Earth / Nature",#FFFAEC,#F5ECD5,#578E7E,#3D3D3D,#000000
"Desert Dream","Dark Mode",#16C47F,#FFD65A,#FF9D23,#F93827,#000000
"Cyber Horizon","Pastel / Soft",#BAD8B6,#E1EACD,#F9F6E6,#8D77AB,#000000
"Velvet Flare","Light Mode",#B6CBBD,#754E1A,#CBA35C,#F8E1B7,#000000
"Emerald Nights","Light Mode",#FAFFC5,#A9BFA8,#5E686D,#3A3960,#000000
"Spring Dusk","Corporate / Tech",#123524,#3E7B27,#85A947,#EFE3C2,#FFFFFF
"Emerald Spark","Warm / Cozy",#C30E59,#E82561,#F2AE66,#E8E7AB,#FFFFFF
"Ocean Breeze","Cool / Fresh",#7C444F,#9F5255,#E16A54,#F39E60,#FFFFFF
"Crystal Pulse","Minimal / Clean",#2A004E,#500073,#C62300,#F14A00,#FFFFFF
"Golden Flare","Light Mode",#D9DFC6,#EFF3EA,#FFFDF0,#FFF2C2,#000000
"Autumn Flare","Corporate / Tech",#638C6D,#E7FBB4,#DF6D2D,#C84C05,#FFFFFF
"Crystal Core","Corporate / Tech",#4C585B,#7E99A3,#A5BFCC,#F4EDD3,#FFFFFF
"Neon Core","Bold / Artistic",#86A788,#FFFDEC,#FFE2E2,#FFCFCF,#000000
"Retro Aura","Pastel / Soft",#2E5077,#4DA1A9,#79D7BE,#F6F4F0,#FFFFFF
"Desert Glow","Dark Mode",#5CB338,#ECE852,#FFC145,#FB4141,#000000
"Sunset Flare","Cool / Fresh",#69247C,#DA498D,#FAC67A,#F9E6CF,#FFFFFF
"Pastel Echo","Light Mode",#474E93,#7E5CAD,#72BAA9,#D5E7B5,#FFFFFF
"Desert Shift","Pastel / Soft",#213555,#3E5879,#D8C4B6,#F5EFE7,#FFFFFF
"Desert Storm","Warm / Cozy",#FF8383,#FFF574,#A1D6CB,#A19AD3,#000000
"Velvet Flux","Dark Mode",#F5EFFF,#E5D9F2,#CDC1FF,#A294F9,#000000
"Vintage Glow","Bold / Artistic",#8D0B41,#D39D55,#D6CFB4,#FFF8E6,#FFFFFF
"Cosmic Aura","Earth / Nature",#FBF6E9,#E3F0AF,#5DB996,#118B50,#000000
"Ocean Shift","Cool / Fresh",#FFF0DC,#F0BB78,#543A14,#131010,#000000
"Midnight Pulse","Earth / Nature",#001A6E,#074799,#009990,#E1FFBB,#FFFFFF
"Desert Flare","Earth / Nature",#FCFFC1,#FFE893,#FBB4A5,#FB9EC6,#000000
"Emerald Echo","Neon / Cyberpunk",#F8FAFC,#D9EAFD,#BCCCDC,#9AA6B2,#000000
"Crimson Breeze","Bold / Artistic",#F72C5B,#FF748B,#A7D477,#E4F1AC,#FFFFFF
"Midnight Frost","Light Mode",#4B5945,#66785F,#91AC8F,#B2C9AD,#FFFFFF
"Cosmic Echo","Dark Mode",#FCC737,#F26B0F,#E73879,#7E1891,#000000
"Spring Echo","Earth / Nature",#FDF7F4,#8EB486,#997C70,#685752,#000000
"Royal Vibes","Corporate / Tech",#F2F9FF,#FFCCE1,#E195AB,#FFF5D7,#000000
"Crimson Dusk","Dark Mode",#B1F0F7,#81BFDA,#F5F0CD,#FADA7A,#000000
"Winter Vibes","Earth / Nature",#F29F58,#AB4459,#441752,#1B1833,#000000
"Neon Spark","Cool / Fresh",#A59D84,#C1BAA1,#D7D3BF,#ECEBDE,#000000
"Retro Shift","Dark Mode",#F9C0AB,#F4E0AF,#A8CD89,#355F2E,#000000
"Desert Shift","Bold / Artistic",#FFCFEF,#0A97B0,#0A5EB0,#2A3335,#000000
"Midnight Horizon","Bold / Artistic",#8174A0,#A888B5,#EFB6C8,#FFD2A0,#FFFFFF
"Sunset Dusk","Corporate / Tech",#D3F1DF,#85A98F,#5A6C57,#525B44,#000000
"Winter Flare","Earth / Nature",#640D5F,#D91656,#EB5B00,#FFB200,#FFFFFF
"Golden Flare","Earth / Nature",#D4EBF8,#1F509A,#0A3981,#E38E49,#000000
"Cosmic Breeze","Neon / Cyberpunk",#E5E3D4,#9ABF80,#6A669D,#1C325B,#000000
"Pastel Echo","Cool / Fresh",#89A8B2,#B3C8CF,#E5E1DA,#F1F0E8,#000000
"Cosmic Breeze","Warm / Cozy",#DEAA79,#FFE6A9,#B1C29E,#659287,#000000
"Royal Realm","Light Mode",#4335A7,#80C4E9,#FFF6E9,#FF7F3E,#FFFFFF
"Summer Storm","Bold / Artistic",#22177A,#605EA1,#8EA3A6,#E6E9AF,#FFFFFF
"Spring Horizon","Earth / Nature",#1F4529,#47663B,#E8ECD7,#EED3B1,#FFFFFF
"Tech Flux","Warm / Cozy",#F6D6D6,#F6F7C4,#A1EEBD,#7BD3EA,#000000
"Desert Glow","Minimal / Clean",#EBEAFF,#9694FF,#3D3BF3,#FF2929,#000000
"Neon Dream","Earth / Nature",#78B3CE,#C9E6F0,#FBF8EF,#F96E2A,#000000
"Spring Wave","Cool / Fresh",#AA5486,#FC8F54,#FDE7BB,#FBF4DB,#FFFFFF
"Silver Nights","Minimal / Clean",#DCE4C9,#F5F5DC,#B6A28E,#E07B39,#000000
"Cyber Realm","Corporate / Tech",#432E54,#4B4376,#AE445A,#E8BCB9,#FFFFFF
"Neon Dusk","Light Mode",#FFF7D1,#8B5DFF,#6A42C2,#563A9C,#000000
"Forest Flux","Bold / Artistic",#C2FFC7,#9EDF9C,#62825D,#526E48,#000000
"Winter Storm","Earth / Nature",#FAF6E3,#D8DBBD,#B59F78,#2A3663,#000000
"Forest Flare","Corporate / Tech",#FF8000,#4C1F7A,#219B9D,#EEEEEE,#000000
"Golden Dawn","Earth / Nature",#FEF3E2,#FAB12F,#FA812F,#FA4032,#000000
"Crystal Shift","Cool / Fresh",#A6AEBF,#C5D3E8,#D0E8C5,#FFF8DE,#000000
"Golden Horizon","Dark Mode",#3C552D,#CA7373,#D7B26D,#EEE2B5,#FFFFFF
"Vintage Flux","Neon / Cyberpunk",#1A1A1D,#3B1C32,#6A1E55,#A64D79,#FFFFFF
"Cosmic Wave","Warm / Cozy",#CB9DF0,#F0C1E1,#FDDBBB,#FFF9BF,#000000
"Summer Shift","Corporate / Tech",#3D5300,#ABBA7C,#FFE31A,#F09319,#FFFFFF
"Spring Horizon","Pastel / Soft",#000B58,#003161,#006A67,#FFF4B7,#FFFFFF
"Neon Nights","Bold / Artistic",#FCF596,#FBD288,#FF9C73,#FF4545,#000000
"Sunset Flare","Neon / Cyberpunk",#C6E7FF,#D4F6FF,#FBFBFB,#FFDDAE,#000000
